"","baseMean","log2FoldChange","lfcSE","pvalue","padj","status"
"PCBP3",1649.41238944785,3.03747975220804,0.170809498366301,NaN,NaN,"Outlier"
"COL6A1",27781.2849549066,-1.36563033456517,0.0726131014064874,6.62517785798652e-79,2.88249648064935e-78,"OK"
"COL6A2",19974.7200477122,-4.59103770514047,0.0687370710430541,0,0,"OK"
"FTCD",581.178332629147,-0.870922798761752,0.144036479950967,1.47986563307553e-09,2.44490554740192e-09,"OK"
"SPATC1L",958.589396258245,-0.339957118868539,0.150446606680248,0.0238427984401686,0.0282884171625667,"OK"
"LSS",8549.14440865047,-0.192627678565092,0.0899782725067557,0.0322882039212617,0.0379256572235509,"OK"
"MCM3AP-AS1",242.39182165653,-1.04391678722635,0.278103854078474,0.000174247512057197,0.00023396917579474,"OK"
"MCM3AP",8156.4443216663,-0.436518666533361,0.0422224579236034,4.7165724715415e-25,1.10487079794677e-24,"OK"
"YBEY",629.294213869945,-0.577637469800982,0.104110107811148,2.88407397568905e-08,4.56833816909618e-08,"OK"
"C21orf58",1092.22762974383,-2.71121064646314,0.100347056443802,9.00018126696299e-161,6.75660816179324e-160,"OK"
"PCNT",5762.10576167422,-0.32625260053445,0.0418903056795971,6.79381620818015e-15,1.30331700623255e-14,"OK"
"DIP2A",4533.34574544954,-0.325766412306022,0.0612609833915784,1.05097694155927e-07,1.62811520442147e-07,"OK"
"DIP2A-IT1",5.12044232609278,-0.975858184671712,0.899270082529081,0.277847713358581,NaN,"Low"
"S100B",12923.1038640309,5.92796249203833,0.0811500273448773,0,0,"OK"
"PRMT2",6673.55395822035,0.697766570012793,0.0580280684079932,2.63738523586418e-33,7.0864005724272e-33,"OK"
"POTEH",1.18115165811852,-1.92745388620131,1.19140251654499,0.105705182584107,NaN,"Low"
"OR11H1",0,NaN,NaN,NaN,NaN,"Low"
"CCT8L2",0,NaN,NaN,NaN,NaN,"Low"
"TPTEP1",487.556487499882,-2.01607314551689,0.12500633304253,1.62798308356541e-58,5.92531086629108e-58,"OK"
"ANKRD62P1-PARP4P3",1.98898928858144,0.0739317505677556,1.18849502838228,0.95039863110953,NaN,"Low"
"XKR3",24.9589984697241,-5.76066023838767,0.983087277680122,4.63523168167143e-09,7.54207909183304e-09,"OK"
"HSFY1P1",0,NaN,NaN,NaN,NaN,"Low"
"GAB4",3.79265970774556,0.251027280197174,1.14979609598461,0.827177220041665,NaN,"Low"
"CECR7",291.99972176032,-0.0294097200667376,0.140175158389809,0.833818361733926,0.846296884356919,"OK"
"IL17RA",1673.31100190012,-0.209798286144665,0.0775071400729434,0.00679299980546191,0.00836260873664904,"OK"
"CECR6",986.324698464875,3.59064769310003,0.153979959801435,2.84939739411745e-120,1.67167786953397e-119,"OK"
"CECR5",2562.21573014844,-1.10875180503718,0.0829525375083655,9.54156255423869e-41,2.83879481391574e-40,"OK"
"CECR5-AS1",25.3577531631314,1.17615653367677,0.506874582138028,0.0203187420773437,0.0242141227267405,"OK"
"CECR1",1196.00385194975,0.875131397958944,0.097847925637623,3.76043343877973e-19,7.88008173787034e-19,"OK"
"CECR3",1.25539079749206,0.24500580264844,1.11793002219589,0.82652523293828,NaN,"Low"
"CECR2",983.104963301284,1.37854341198843,0.0900218755078115,6.21985544169883e-53,2.13219576055301e-52,"OK"
"SLC25A18",2301.54107433336,7.2345669803475,0.189870961189053,0,0,"OK"
"ATP6V1E1",15340.2471346982,2.0767546285591,0.0419798052347559,0,0,"OK"
"BCL2L13",4459.9210546985,0.438047974914477,0.0502738179982391,2.95303625057347e-18,6.07341920719983e-18,"OK"
"BID",1899.62731509764,-0.0239218718315098,0.0680664531729821,0.725251693275895,0.744292014142561,"OK"
"MIR3198-1",0,NaN,NaN,NaN,NaN,"Low"
"MICAL3",10328.2294410155,1.85602269496497,0.0508918530059134,3.32365075336929e-291,4.35955875240537e-290,"OK"
"MIR648",0,NaN,NaN,NaN,NaN,"Low"
"FLJ41941",1.8879074823742,-2.43086235243904,1.19051776553616,0.0411661083228826,NaN,"Low"
"PEX26",2704.75129301437,0.682054139029512,0.0656195940592777,2.63869940477959e-25,6.21403905740757e-25,"OK"
"TUBA8",2230.4215010927,5.90205283785048,0.163640520857663,7.41804020270556e-285,9.53279938286862e-284,"OK"
"USP18",223.101472504469,-1.85266418746047,0.243083730516221,2.50732368426868e-14,4.7403295434874e-14,"OK"
"GGT3P",0.523606344116072,1.2246207069578,1.12487569431636,0.276298539766834,NaN,"Low"
"DGCR6",1192.37384550448,2.95022505521225,0.146366586504548,2.36422118012959e-90,1.13063414938722e-89,"OK"
"PRODH",2468.18297113646,2.34468980684066,0.0845588587254455,3.1665499245746e-169,2.47999830147509e-168,"OK"
"DGCR5",2451.7528116744,5.87618904293588,0.133149438075779,0,0,"OK"
"DGCR9",785.892050031807,5.69505463741614,0.202800036104085,1.61986703572175e-173,1.29377949068199e-172,"OK"
"DGCR10",207.19203799192,6.31151506457812,0.459730436303559,6.83205296957781e-43,2.09627323739795e-42,"OK"
"DGCR2",8806.18482315739,1.27049159517911,0.0637922087184017,2.95137920689129e-88,1.38493196152035e-87,"OK"
"DGCR11",133.346640752368,-0.65943146895287,0.246383556023994,0.00744082888003077,0.00913478072315344,"OK"
"DGCR14",1664.89748767998,0.389002619517542,0.106773651972297,0.000269221908791373,0.000358511384056464,"OK"
"TSSK2",3.94283148246743,3.11801247397611,1.17219719331541,0.00781469971303688,NaN,"Low"
"GSC2",0,NaN,NaN,NaN,NaN,"Low"
"SLC25A1",4482.06295265909,-1.30534624966776,0.119108604939926,5.99651643895108e-28,1.47970213072949e-27,"OK"
"CLTCL1",919.489665424047,-0.468201594236042,0.0889063377575382,1.39250637781808e-07,2.14502306111773e-07,"OK"
"HIRA",4439.83203818477,-0.438450258019959,0.0717038039997435,9.67133350125286e-10,1.60543593346492e-09,"OK"
"MRPL40",1810.02668642517,-0.440264493520102,0.0625408380925489,1.9274802393879e-12,3.4696208346097e-12,"OK"
"C22orf39",2220.9165858429,0.726017893457096,0.0727972419283065,1.9978764408234e-23,4.55443971680062e-23,"OK"
"UFD1L",2876.92778305948,-1.18808182845944,0.0633781308125604,2.08997004775578e-78,9.0619834931644e-78,"OK"
"CDC45",2205.46564678242,-8.02441260814284,0.264315536163472,1.8987571278241e-202,1.75050611675295e-201,"OK"
"CLDN5",1888.20390747165,9.09855950291288,0.386485906794472,1.52458511827399e-122,9.07033593496767e-122,"OK"
"LOC150185",0.726107530410066,-0.80006239487643,1.0008191240549,0.424054116115294,NaN,"Low"
"SEPT5",87.8504439508882,3.06316464223729,0.342958606625783,4.19940510473968e-19,8.7885427351197e-19,"OK"
"SEPT5-GP1BB",484.931961024544,3.08622128115481,0.268593531572599,1.47591941260578e-30,3.80769614995126e-30,"OK"
"GP1BB",0,NaN,NaN,NaN,NaN,"Low"
"TBX1",181.754405690378,-3.54739347767783,0.277219991883765,1.71924396675509e-37,4.89671363793974e-37,"OK"
"GNB1L",468.62735473362,-0.616941851122988,0.117053058537096,1.35965853056349e-07,2.09569740680131e-07,"OK"
"C22orf29",2792.864072597,-0.110337444786251,0.088474259798276,0.212355879489243,0.232562776506979,"OK"
"TXNRD2",1963.77749019419,0.294748255063012,0.0657910007780382,7.46187429145753e-06,1.06623094243556e-05,"OK"
"COMT",4640.88894782067,0.0482597015929721,0.0764921995985479,0.528099305017828,0.552072636004804,"OK"
"MIR4761",0,NaN,NaN,NaN,NaN,"Low"
"ARVCF",3490.38623906009,2.17643373560407,0.138114550746327,6.03474265180519e-56,2.13726956379139e-55,"OK"
"TANGO2",1820.76737332078,0.480848820690732,0.0654028728118302,1.95108712791585e-13,3.60161673175812e-13,"OK"
"MIR185",0,NaN,NaN,NaN,NaN,"Low"
"DGCR8",3911.79691972549,-0.221085758431968,0.0469745961609677,2.5201067816509e-06,3.67950103282259e-06,"OK"
"MIR3618",0,NaN,NaN,NaN,NaN,"Low"
"MIR1306",0,NaN,NaN,NaN,NaN,"Low"
"TRMT2A",3016.5943246647,-0.377261152812065,0.0656873983631704,9.28597230970093e-09,1.4950390146082e-08,"OK"
"RANBP1",7557.63138443695,-1.8150737350797,0.0412779358413355,0,0,"OK"
"ZDHHC8",4377.31566053679,0.295867698004722,0.114833510467597,0.00998083216178975,0.0121521561728377,"OK"
"LOC388849",24.2317444473815,-0.0789310723068711,0.645188793121149,0.902631380419407,0.910532547507715,"OK"
"LOC284865",23.8038454353903,4.68785507361994,0.823173369330787,1.23474971698847e-08,1.9807559637887e-08,"OK"
"LOC150197",6.29676380923278,-1.62212736306702,0.863732558857519,0.0603752073657139,NaN,"Low"
"RTN4R",2095.12072872703,3.03516634775425,0.158145103298114,4.29316503862276e-82,1.92061507286207e-81,"OK"
"MIR1286",1.56380396497182,2.06137747899058,1.19185242613493,0.0837093383901453,NaN,"Low"
"DGCR6L",1903.26581782738,0.500964910776798,0.138229278746425,0.000289903015838436,0.000385184459241201,"OK"
"LOC729444",0.232359990392826,-0.387019639418059,0.78386358631292,0.62149446849769,NaN,"Low"
"TMEM191B",57.1494278491158,1.23495290044076,0.345770629398075,0.000354812822042713,0.000469249806452942,"OK"
"PI4KAP1",843.406262556994,-0.911013695350477,0.114069635600886,1.38857806362183e-15,2.70416930704451e-15,"OK"
"RIMBP3",27.9665425448739,-2.00612220031564,0.798322159826995,0.011973543014768,0.0145007825769815,"OK"
"ZNF74",1525.35063873546,-0.482923120318801,0.0708248737703041,9.19623678908092e-12,1.62151628709209e-11,"OK"
"SCARF2",1041.59792817852,-2.07709889565605,0.125182848116892,7.89377641037763e-62,2.9586240750786e-61,"OK"
"KLHL22",2313.32944958981,1.54370309067242,0.0650952687145649,2.55399486185321e-124,1.54012051693201e-123,"OK"
"MED15",5627.90343795489,-0.276208372496421,0.0886147335012176,0.00182727812559856,0.00232897909329199,"OK"
"POM121L4P",0,NaN,NaN,NaN,NaN,"Low"
"TMEM191A",161.952288022586,1.67404505905292,0.203532711535599,1.95282839745157e-16,3.88181513996113e-16,"OK"
"PI4KA",22594.4026756075,1.73203567874853,0.0442319447986697,0,0,"OK"
"SERPIND1",2277.05600278075,-4.95165613567907,0.120654864905244,0,0,"OK"
"SNAP29",2822.74767640312,-0.395998537593555,0.0779063732596258,3.71508592420689e-07,5.62124903204875e-07,"OK"
"CRKL",11728.2100061616,0.0828517476365298,0.037732841299395,0.0281101053727884,0.0331651402772819,"OK"
"AIFM3",2583.83923016015,4.68045901405042,0.177957418739469,NaN,NaN,"Outlier"
"LZTR1",5061.60495529067,0.203238006197409,0.0853994332169661,0.0173195957679472,0.0207528773272405,"OK"
"THAP7",1525.05528502379,-0.231935844357413,0.0735909954449761,0.00162329722302198,0.00207346018547367,"OK"
"THAP7-AS1",152.958769768096,-0.507220041769522,0.196904600751222,0.00999597629923206,0.0121672559247237,"OK"
"TUBA3FP",178.270179715198,0.503998202102177,0.271792977872536,0.0636896851620815,0.0731065805944933,"OK"
"P2RX6",677.004948178796,0.935803907669384,0.109397534237147,1.18731105567946e-17,2.41919739439075e-17,"OK"
"SLC7A4",285.104720408805,5.86922393720821,0.385045673448743,1.83457706171444e-52,6.26119982966272e-52,"OK"
"P2RX6P",13.0031069314473,3.10799589027388,0.838364544485867,0.000209552734132274,0.000280525938948893,"OK"
"LOC400891",27.9489910008032,1.77750349207814,0.575580315555327,0.00201377180965671,0.00256005790157432,"OK"
"BCRP2",3.67927454356529,3.06923064235979,1.1735025386522,0.00891114283789992,NaN,"Low"
"POM121L8P",1.56731149866002,2.24626147633339,1.19389592984486,0.0599100500813758,NaN,"Low"
"RIMBP3C",0,NaN,NaN,NaN,NaN,"Low"
"RIMBP3B",0,NaN,NaN,NaN,NaN,"Low"
"HIC2",1824.78393230395,-1.67792611168137,0.0880903189790027,6.85318927506174e-81,3.02922914232928e-80,"OK"
"TMEM191C",41.3205485041227,1.41008086937442,0.510117769859389,0.00570579820881758,0.00705158780027058,"OK"
"PI4KAP2",565.508888670163,-0.789110617794029,0.204813436403644,0.000116762168680313,0.000158085002103258,"OK"
"UBE2L3",8587.57657977769,0.17941390890988,0.0422485203580974,2.17008171693247e-05,3.03486526638303e-05,"OK"
"YDJC",2026.76159678864,-1.69077611385262,0.0913859409660798,2.00842270460277e-76,8.57020383231196e-76,"OK"
"CCDC116",38.1192124531043,-0.942023014320796,0.453367014887006,0.03772432262615,0.0440456285293608,"OK"
"SDF2L1",981.022127214128,-1.97299041552799,0.136678922535163,3.10649607428808e-47,1.00110742383132e-46,"OK"
"MIR301B",0,NaN,NaN,NaN,NaN,"Low"
"MIR130B",0.232359990392826,-0.387019639418059,0.78386358631292,0.62149446849769,NaN,"Low"
"PPIL2",4059.83418539806,-0.768199338208992,0.081009394719317,2.47448594051744e-21,5.43700656015389e-21,"OK"
"YPEL1",1603.20729826563,2.00502867153852,0.079459700556305,1.72848918816935e-140,1.15712929545234e-139,"OK"
"MAPK1",17117.643555015,1.2232368001149,0.0482708105877827,1.1256236952064e-141,7.5927190113371e-141,"OK"
"PPM1F",3666.44819312719,-0.18153681426334,0.11078389227814,0.101284688348478,0.114235739696247,"OK"
"TOP3B",2011.59093548248,-1.14577834421829,0.0936080355946808,1.89633146139403e-34,5.18954424754972e-34,"OK"
"VPREB1",1.19082751119572,-1.92919236330218,1.19140647388256,0.105392142574791,NaN,"Low"
"LOC96610",1035.24913628587,0.261277372350627,0.0914668850405864,0.00428307326971064,0.00533490323677392,"OK"
"ZNF280B",692.75612976889,0.0819885756710722,0.121000165317686,0.498031302258252,0.522651618542795,"OK"
"ZNF280A",131.95208169123,-7.38684956320086,0.769926540460398,8.45489362384372e-22,1.87561246427943e-21,"OK"
"PRAME",8311.28468819495,-9.61163874926999,0.229161310568245,0,0,"OK"
"LOC648691",4.75363419170568,-3.59996567680064,1.13034856274112,0.00144840100842757,NaN,"Low"
"POM121L1P",0.263556938902135,0.43429807028297,0.812442906483346,0.592955349728497,NaN,"Low"
"GGTLC2",0.697079971178479,-0.786948303127866,0.996284681756787,0.429596118045877,NaN,"Low"
"MIR650",0,NaN,NaN,NaN,NaN,"Low"
"IGLL5",5.31677519299778,-1.66160718129617,0.907202144169549,0.0670150249394154,NaN,"Low"
"RTDR1",51.1420509239804,3.49585720919828,0.464903701533444,5.49736136455674e-14,1.03076251597241e-13,"OK"
"GNAZ",3998.74351609335,3.69811388942389,0.0679711975067202,0,0,"OK"
"RAB36",651.741890273225,0.988628736024782,0.101517994223637,2.06666186879962e-22,4.62393446616073e-22,"OK"
"BCR",6020.53421118987,1.08588579474492,0.0730036284497446,4.83236742465323e-50,1.60629377571307e-49,"OK"
"FBXW4P1",34.7624432242522,-1.48096119340201,0.877742387398286,0.0915574038815065,0.10367976306056,"OK"
"CES5AP1",18.5624426451432,1.95879851905633,0.726636606558082,0.0070239672142685,0.00863556260142868,"OK"
"ZDHHC8P1",638.943355542524,3.98708095459767,0.161144182951577,3.75036270571997e-135,2.43177518956567e-134,"OK"
"IGLL1",15.6432350528039,-2.12473442347707,0.648752029020364,0.00105620742823341,0.0013624446306773,"OK"
"C22orf43",26.9290635919027,1.23941929975239,0.45558765451062,0.0065186264109013,0.00802985096926948,"OK"
"GUSBP11",2200.38509698189,1.3575314441353,0.104897597046263,2.62480855785678e-38,7.56209049939679e-38,"OK"
"RGL4",14.7326554009639,-1.77646839954177,0.791548778796444,0.0248134731069126,0.0293909568997115,"OK"
"ZNF70",279.12465649164,-0.320576912250634,0.153504299958665,0.0367626293134105,0.042968017809872,"OK"
"VPREB3",29.2550177138926,1.21688378439927,0.486521737162754,0.0123776407704994,0.0149758652000309,"OK"
"C22orf15",9.69094254077901,-1.93618872654845,0.909264864206064,0.0332211691297116,NaN,"Low"
"CHCHD10",3288.54966256607,1.25074144152709,0.0843876312230413,1.06566806138934e-49,3.53172942772673e-49,"OK"
"MMP11",464.749979737998,-3.29145954822623,0.158470674944237,8.06076903304892e-96,4.01838393341346e-95,"OK"
"SMARCB1",5157.47247820423,-0.223786685322141,0.0462042943841598,1.2762476347842e-06,1.88966851113926e-06,"OK"
"DERL3",1021.2175214867,-3.09850611225793,0.116133473153394,7.913649265961e-157,5.82995157837318e-156,"OK"
"SLC2A11",1108.4373166383,1.25976995668936,0.127168892076054,3.90953013241601e-23,8.85431741449553e-23,"OK"
"LOC284889",137.247763758921,-1.32168009455579,0.307082419907726,1.67748177305548e-05,2.35710760304161e-05,"OK"
"MIF",13157.8661254612,-0.830059012922439,0.0842684973118763,6.84282270787773e-23,1.54228568194953e-22,"OK"
"GSTT2",84.5943864403018,0.709044072412557,0.284559950430546,0.0127125766953277,0.0153591189741971,"OK"
"GSTT2B",0,NaN,NaN,NaN,NaN,"Low"
"DDTL",43.1843809881733,-0.947757942638103,0.551823384707377,0.0858874311827061,0.0974580716879466,"OK"
"DDT",1527.7428880197,-0.401023831717193,0.0972695973274574,3.74282365612995e-05,5.17594763990775e-05,"OK"
"GSTTP1",0,NaN,NaN,NaN,NaN,"Low"
"LOC391322",50.4232589716349,-1.45233428229866,0.477474745622258,0.00235247291899919,0.0029769920774015,"OK"
"GSTT1",1779.89055368052,1.11984692981195,0.0839629518921883,1.40279013997317e-40,4.16448922952557e-40,"OK"
"GSTTP2",1.68457505121296,-2.02852517757861,1.19159826990469,0.0886885408268156,NaN,"Low"
"CABIN1",7298.75840563972,0.232620291405965,0.0536758792152111,1.46560233048631e-05,2.06527271392254e-05,"OK"
"SUSD2",333.539778253789,-0.232109682799745,0.183146140268248,0.205031297701679,0.224915962437365,"OK"
"GGT5",759.271996892094,2.73637709161901,0.152682259543361,7.93680849815671e-72,3.27644895130931e-71,"OK"
"POM121L9P",34.8659049273478,2.37523956865408,0.631999085165237,0.000171074503365325,0.000229795580625524,"OK"
"SPECC1L",5103.36572780819,0.254235100206737,0.0507276884492065,5.39338918247146e-07,8.10813026864219e-07,"OK"
"ADORA2A",717.250507236469,0.414122138168004,0.118062580961052,0.000452084470435519,0.00059492385413163,"OK"
"ADORA2A-AS1",0.232359990392826,-0.387019639418059,0.78386358631292,0.62149446849769,NaN,"Low"
"UPB1",23.7701921518398,-0.208405502378838,0.564643735779748,0.712059129731379,0.731980617200115,"OK"
"GUCD1",3977.95507919823,-1.24699682802195,0.060327400783895,6.38669352353432e-95,3.156353382405e-94,"OK"
"SNRPD3",4074.24000998955,-1.21694270870353,0.06764354688851,2.31170604898582e-72,9.59668941552079e-72,"OK"
"GGT1",1316.10357893931,-2.13602561287635,0.0977697654645224,8.20941337786833e-106,4.38832708485028e-105,"OK"
"FAM211B",494.447387222084,0.852098464413458,0.146842387438308,6.52127000477347e-09,1.05470681467889e-08,"OK"
"BCRP3",102.46184966737,0.49230112471309,0.251296514461547,0.0501075428592912,0.0579623623467501,"OK"
"POM121L10P",2.78401438696345,0.504630346695152,1.19271835092092,0.672227677647364,NaN,"Low"
"PIWIL3",4.14046921297793,-1.34566013657458,1.1338420674137,0.235300822356997,NaN,"Low"
"TOP1P2",0.232359990392826,-0.387019639418059,0.78386358631292,0.62149446849769,NaN,"Low"
"SGSM1",2356.86883662632,5.77815919221709,0.123268001823993,0,0,"OK"
"TMEM211",1.84489857231494,1.28380951397646,1.11352687897685,0.248942446328211,NaN,"Low"
"KIAA1671",2645.07912996293,0.741877936832286,0.0699171194387327,2.65410771864009e-26,6.36777743446068e-26,"OK"
"LOC100128531",12.4629302086163,2.74267856966585,0.989877469267298,0.00559315871761222,0.00691430675407244,"OK"
"CRYBB3",7.84340096044809,-0.86169463990837,0.80647913150239,0.285310857869323,NaN,"Low"
"CRYBB2",12.6692609993578,1.11498510813028,0.694346696039318,0.108316852914692,0.121818706506783,"OK"
"IGLL3P",7.23955875779788,2.56909255177428,0.927593876689242,0.00561198694855456,NaN,"Low"
"LRP5L",290.456162664846,-1.39745349561162,0.198327899747715,1.83900236068394e-12,3.31136108919012e-12,"OK"
"CRYBB2P1",775.06097838156,0.283199846518475,0.15452752145122,0.0668498376701438,0.076580433070749,"OK"
"ADRBK2",3539.35282447774,1.39241496552518,0.0497864730161637,4.01233071147797e-172,3.18171729832884e-171,"OK"
"MYO18B",366.253576656612,-5.01592451204679,0.27730207213293,3.94019044530738e-73,1.64185395240362e-72,"OK"
"SEZ6L",8028.41881297974,5.72903622735306,0.0748419309599875,0,0,"OK"
"ASPHD2",1435.89114025662,3.01750699179746,0.0870164737214843,1.7252405978864e-263,2.03440829838471e-262,"OK"
"HPS4",4646.55705052744,0.250217996985888,0.0438475641272984,1.15293993414688e-08,1.85169457115879e-08,"OK"
"SRRD",1116.24219510511,-0.0495075759524194,0.0794797628893803,0.533353283777344,0.55721556055787,"OK"
"TFIP11",2390.96082892545,-0.0828626744988197,0.0601590289298879,0.168390523385556,0.186473643986239,"OK"
"TPST2",1332.93737748513,0.0414115618973694,0.0880774247409478,0.638231950857332,0.660487633790021,"OK"
"MIR548J",0,NaN,NaN,NaN,NaN,"Low"
"CRYBB1",61.4664374545373,-0.396824753522242,0.338815211520569,0.241513202929035,0.26288854344833,"OK"
"CRYBA4",8.60417969225069,-3.05448951257572,0.959611253876803,0.00145733017380829,NaN,"Low"
"MIAT",14625.6664658363,4.3867339764643,0.0578242043739847,0,0,"OK"
"MN1",1722.64625960763,-1.20740154025562,0.0792241167797565,1.90909010094268e-52,6.51425149421838e-52,"OK"
"PITPNB",1800.28641364743,-0.32350416334867,0.0875360796598673,0.000219310638111766,0.000293256923942851,"OK"
"TTC28-AS1",929.435715639965,1.05535102118119,0.0869548520983891,6.74360411866673e-34,1.82967042186177e-33,"OK"
"MIR3199-1",0,NaN,NaN,NaN,NaN,"Low"
"MIR3199-2",0,NaN,NaN,NaN,NaN,"Low"
"TTC28",1545.74891402889,-0.91209136621779,0.0739565018427926,6.03075674670791e-35,1.65986104193277e-34,"OK"
"CHEK2",1078.53767494236,-4.24602265804007,0.150883682999342,3.08535403626026e-174,2.47875862750162e-173,"OK"
"HSCB",535.496015522507,-0.364613734289325,0.1083457661876,0.000764662893891497,0.000993736993108699,"OK"
"CCDC117",2276.34018865208,-0.617435572185206,0.0638669613108808,4.14267463356803e-22,9.23038879120299e-22,"OK"
"XBP1",9876.51382478601,-2.63566432585699,0.0735292562402241,2.19165531950261e-281,2.77032100820604e-280,"OK"
"ZNRF3",2016.81265073028,0.743197258051517,0.0820577690577345,1.34086947992609e-19,2.84102324023976e-19,"OK"
"ZNRF3-AS1",1.03270666017643,0.517694827080721,1.11019698800728,0.640994350592285,NaN,"Low"
"C22orf31",5.49260531268646,3.86737513413686,1.11589698782797,0.000528833735430712,NaN,"Low"
"KREMEN1",2055.82146743009,0.204205187039,0.0743374464017493,0.00601425874137843,0.00742368817698041,"OK"
"EMID1",800.771403926974,1.48839247856975,0.127179695669137,1.22928944900826e-31,3.23202960763698e-31,"OK"
"RHBDD3",1167.76110479896,-0.184945691248463,0.115725356136665,0.11001111073469,0.123637969869454,"OK"
"EWSR1",16032.6597661333,-0.351389321740071,0.0480266735940127,2.54436600256054e-13,4.68314285909996e-13,"OK"
"GAS2L1",2538.7122438033,1.69576316408212,0.101166467472937,4.61957753199811e-63,1.75441135160219e-62,"OK"
"RASL10A",561.37758216774,5.82654892306796,0.259408026092228,1.00042038314619e-111,5.56217435454116e-111,"OK"
"AP1B1",8532.42670805747,0.612177394450735,0.0770006790219758,1.86081927448916e-15,3.61154414527111e-15,"OK"
"MIR3653",0,NaN,NaN,NaN,NaN,"Low"
"SNORD125",0,NaN,NaN,NaN,NaN,"Low"
"RFPL1-AS1",2896.06949837315,6.55004158817116,0.138851247908599,0,0,"OK"
"RFPL1",7.73632243508024,2.14612853448604,1.01874690981946,0.0351491761174708,NaN,"Low"
"NEFH",10145.2066403717,4.10198050075672,0.060154806360239,0,0,"OK"
"THOC5",2033.66195330853,-1.07919290842876,0.0700497603882369,1.4895624408756e-53,5.14504955979354e-53,"OK"
"NIPSNAP1",6314.05786849469,-0.143260799919363,0.0426938462291047,0.000792109308290218,0.00102872769075935,"OK"
"NF2",3855.41126058644,0.710118145608494,0.0509741217629992,4.1083100493992e-44,1.2813739621562e-43,"OK"
"CABP7",674.580342880688,4.29080270037184,0.18674763192618,8.01293243105782e-117,4.59320128727336e-116,"OK"
"ZMAT5",814.057341500704,0.294167871133791,0.134472801169775,0.0287013698800707,0.0338424829753249,"OK"
"UQCR10",4688.26248287292,0.918487360593424,0.0707276815242066,1.46427626176579e-38,4.23854360097168e-38,"OK"
"ASCC2",2715.74511469962,-1.2492406185594,0.112347801425409,1.00943800970582e-28,2.52459080584119e-28,"OK"
"MTMR3",4464.40080308869,0.901687683025625,0.0511775809726316,1.7670645419997e-69,7.11597332127722e-69,"OK"
"HORMAD2",6.19851438895473,2.26873171157696,0.983001454681186,0.0210011534581946,NaN,"Low"
"LIF",2120.661564752,-4.91797422433951,0.147415797006185,5.00487846860726e-244,5.53750487421278e-243,"OK"
"OSM",20.5693812084233,1.35314004671335,0.679249520132803,0.0463589439510579,0.0537487540536634,"OK"
"GATSL3",348.020339046418,0.931642598614581,0.140665964923139,3.51779336432401e-11,6.10087743932945e-11,"OK"
"TBC1D10A",904.019381247731,-0.13634926618812,0.0956579603184806,0.154046411506179,0.171165894377671,"OK"
"SF3A1",10465.1279546007,-0.272119378524222,0.0443212896893244,8.26779851251313e-10,1.37540888827869e-09,"OK"
"CCDC157",146.683850632876,0.494111965671719,0.221769048583418,0.0258773502434617,0.0306224801474105,"OK"
"KIAA1656",141.362480074725,0.581867469927206,0.238461323023747,0.0146835383950279,0.0176838189397774,"OK"
"RNF215",1267.12269815758,0.96213756679593,0.0788720324989881,3.15761763862139e-34,8.60538087110164e-34,"OK"
"SEC14L2",2175.04230751444,2.41456414554256,0.0985864286619203,1.8040814573472e-132,1.14797538987238e-131,"OK"
"MTFP1",1120.97046919404,-1.99813319646105,0.112751716855383,2.86014210159376e-70,1.16153185073191e-69,"OK"
"SEC14L3",0.52711387780427,0.687126774287415,0.952389328364148,0.470616229468426,NaN,"Low"
"SDC4P",0,NaN,NaN,NaN,NaN,"Low"
"SEC14L4",40.682103075507,-2.57580353122822,0.596597162381551,1.57812060232496e-05,2.22030333989702e-05,"OK"
"SEC14L6",50.3957426648639,2.65034904800764,0.489951477463988,6.32322665311109e-08,9.89143264986888e-08,"OK"
"GAL3ST1",448.733482342463,3.28456557214899,0.189006882171585,1.21059495136503e-67,4.79456116980032e-67,"OK"
"PES1",4535.29257289936,-1.2534891873097,0.0969601208842054,3.13324117513455e-38,9.01371877696754e-38,"OK"
"TCN2",1359.74110748761,-0.0210953407524955,0.0987693024236141,0.830873072148718,0.84366670690592,"OK"
"SLC35E4",489.680482479711,0.620898378932342,0.139418949714865,8.44927590656415e-06,1.2044120442875e-05,"OK"
"DUSP18",175.272286891747,-0.0215099115154264,0.257678450811317,0.933473229233524,0.938922545863033,"OK"
"OSBP2",2798.75654156882,0.891059678807147,0.0776170588106225,1.65888411181602e-30,4.27351086259239e-30,"OK"
"MIR3200",0,NaN,NaN,NaN,NaN,"Low"
"MORC2-AS1",32.7593932250514,2.23868651330966,0.598336465897162,0.000182912249053555,0.000245343789883867,"OK"
"MORC2",3090.82443950298,-0.688582813245221,0.0495328269656081,6.19888570046138e-44,1.92867504428626e-43,"OK"
"TUG1",12298.2073182622,-0.380324464972445,0.0597993137077825,2.0173552404181e-10,3.41817867593088e-10,"OK"
"SMTN",2468.03548690278,-0.559804370402423,0.0786476600301989,1.09602111207387e-12,1.98379262376083e-12,"OK"
"SELM",2407.98156842527,3.11584332165143,0.13020719880295,1.49684609809868e-126,9.17600266077972e-126,"OK"
"INPP5J",1542.0952019794,3.53726610721266,0.100881620991025,2.42524130905602e-269,2.91999711749099e-268,"OK"
"PLA2G3",99.1515277353853,-2.24855482141295,0.482463540762325,3.15335790215042e-06,4.58372042669044e-06,"OK"
